"cluster_code","province","division","district","hh02","n_children","elig_tcv","elig_polio","n_hh"
"363","Balochistan","Rakhshan","Kharan",199,4,4,2,6
"363","Balochistan","Rakhshan","Kharan",245,4,4,2,6
"365","Balochistan","Rakhshan","Kharan",10,4,4,3,6
"365","Balochistan","Rakhshan","Kharan",52,3,3,0,6
"365","Balochistan","Rakhshan","Kharan",94,2,2,0,6
"365","Balochistan","Rakhshan","Kharan",115,4,4,2,6
"366","Balochistan","Rakhshan","Kharan",35,2,2,0,5
"366","Balochistan","Rakhshan","Kharan",73,2,2,2,5
"366","Balochistan","Rakhshan","Kharan",188,3,3,0,5
"366","Balochistan","Rakhshan","Kharan",227,5,5,1,5
"367","Balochistan","Rakhshan","NUSHKI",10,4,4,0,5
"367","Balochistan","Rakhshan","NUSHKI",39,3,3,0,5
"367","Balochistan","Rakhshan","NUSHKI",72,4,4,1,5
"368","Balochistan","Rakhshan","NUSHKI",15,4,4,1,7
"368","Balochistan","Rakhshan","NUSHKI",54,3,3,1,7
"368","Balochistan","Rakhshan","NUSHKI",55,2,2,0,7
"368","Balochistan","Rakhshan","NUSHKI",67,1,1,0,7
"369","Balochistan","Rakhshan","NUSHKI",51,5,5,1,6
"369","Balochistan","Rakhshan","NUSHKI",70,4,3,2,6
"369","Balochistan","Rakhshan","NUSHKI",89,7,7,0,6
"369","Balochistan","Rakhshan","NUSHKI",108,2,2,2,6
"37","AJK","Mirpur","Mirpur",30,2,2,2,6
"37","AJK","Mirpur","Mirpur",73,1,1,0,6
"37","AJK","Mirpur","Mirpur",116,4,4,2,6
"37","AJK","Mirpur","Mirpur",159,1,1,0,6
"37","AJK","Mirpur","Mirpur",202,4,4,2,6
"370","Balochistan","Rakhshan","NUSHKI",10,7,7,1,6
"370","Balochistan","Rakhshan","NUSHKI",28,4,4,2,6
"370","Balochistan","Rakhshan","NUSHKI",41,3,3,0,6
"370","Balochistan","Rakhshan","NUSHKI",64,4,3,3,6
"370","Balochistan","Rakhshan","NUSHKI",78,1,1,0,6
"370","Balochistan","Rakhshan","NUSHKI",97,5,5,2,6
"371","Balochistan","Rakhshan","NUSHKI",2,2,2,0,6
"371","Balochistan","Rakhshan","NUSHKI",18,4,4,1,6
"371","Balochistan","Rakhshan","NUSHKI",30,4,3,3,6
"371","Balochistan","Rakhshan","NUSHKI",58,2,2,1,6
"371","Balochistan","Rakhshan","NUSHKI",72,1,1,1,6
"372","Balochistan","Rakhshan","NUSHKI",16,2,2,0,6
"372","Balochistan","Rakhshan","NUSHKI",23,3,3,2,6
"375","Balochistan","Rakhshan","NUSHKI",8,2,2,2,6
"375","Balochistan","Rakhshan","NUSHKI",32,1,1,0,6
"375","Balochistan","Rakhshan","NUSHKI",44,4,4,2,6
"375","Balochistan","Rakhshan","NUSHKI",56,8,8,2,6
"375","Balochistan","Rakhshan","NUSHKI",68,1,1,0,6
"38","AJK","Mirpur","Mirpur",49,5,5,1,6
"38","AJK","Mirpur","Mirpur",157,1,1,0,6
"38","AJK","Mirpur","Mirpur",193,2,2,1,6
"39","AJK","Mirpur","Mirpur",40,2,2,1,6
"39","AJK","Mirpur","Mirpur",112,5,5,1,6
"39","AJK","Mirpur","Mirpur",184,1,1,1,6
"39","AJK","Mirpur","Mirpur",328,2,2,2,6
"39","AJK","Mirpur","Mirpur",400,1,1,1,6
"394","Balochistan","Sibi","Dera Bugti",2,3,3,2,6
"394","Balochistan","Sibi","Dera Bugti",7,1,1,1,6
"394","Balochistan","Sibi","Dera Bugti",12,4,4,1,6
"394","Balochistan","Sibi","Dera Bugti",17,1,1,1,6
"394","Balochistan","Sibi","Dera Bugti",22,2,2,1,6
"394","Balochistan","Sibi","Dera Bugti",27,1,1,0,6
"395","Balochistan","Sibi","Dera Bugti",2,3,3,0,7
"395","Balochistan","Sibi","Dera Bugti",6,1,1,0,7
"395","Balochistan","Sibi","Dera Bugti",10,2,2,0,7
"395","Balochistan","Sibi","Dera Bugti",14,1,1,0,7
"395","Balochistan","Sibi","Dera Bugti",18,2,2,0,7
"395","Balochistan","Sibi","Dera Bugti",22,2,2,0,7
"395","Balochistan","Sibi","Dera Bugti",88,6,5,2,7
"396","Balochistan","Sibi","Dera Bugti",3,3,3,1,5
"396","Balochistan","Sibi","Dera Bugti",8,5,5,1,5
"396","Balochistan","Sibi","Dera Bugti",13,3,3,2,5
"396","Balochistan","Sibi","Dera Bugti",23,1,1,0,5
"396","Balochistan","Sibi","Dera Bugti",28,2,2,2,5
"398","Balochistan","Sibi","Dera Bugti",6,2,1,2,5
"398","Balochistan","Sibi","Dera Bugti",12,2,2,0,5
"398","Balochistan","Sibi","Dera Bugti",18,1,1,1,5
"398","Balochistan","Sibi","Dera Bugti",24,1,1,0,5
"398","Balochistan","Sibi","Dera Bugti",30,3,3,1,5
"399","Balochistan","Sibi","Dera Bugti",1,1,1,0,4
"399","Balochistan","Sibi","Dera Bugti",6,3,3,2,4
"399","Balochistan","Sibi","Dera Bugti",11,1,1,1,4
"399","Balochistan","Sibi","Dera Bugti",26,1,1,1,4
"4","AJK","Mirpur","Bhimber",20,7,7,2,6
"4","AJK","Mirpur","Bhimber",80,2,2,1,6
"4","AJK","Mirpur","Bhimber",89,1,1,1,6
"4","AJK","Mirpur","Bhimber",200,3,2,2,6
"4","AJK","Mirpur","Bhimber",208,4,4,0,6
"4","AJK","Mirpur","Bhimber",248,2,2,2,6
"40","AJK","Mirpur","Mirpur",27,2,2,2,6
"40","AJK","Mirpur","Mirpur",69,4,4,2,6
"40","AJK","Mirpur","Mirpur",176,2,2,1,6
"401","Balochistan","Sibi","Dera Bugti",3,1,1,1,5
"401","Balochistan","Sibi","Dera Bugti",5,4,4,1,5
"401","Balochistan","Sibi","Dera Bugti",11,1,1,0,5
"401","Balochistan","Sibi","Dera Bugti",17,3,3,2,5
"401","Balochistan","Sibi","Dera Bugti",29,3,3,1,5
"402","Balochistan","Sibi","Dera Bugti",3,2,2,1,6
"402","Balochistan","Sibi","Dera Bugti",8,1,1,0,6
"402","Balochistan","Sibi","Dera Bugti",13,1,1,1,6
"402","Balochistan","Sibi","Dera Bugti",18,1,1,0,6
"402","Balochistan","Sibi","Dera Bugti",23,1,1,0,6
"402","Balochistan","Sibi","Dera Bugti",28,1,1,0,6
"406","Balochistan","Sibi","HARNAI",3,2,2,2,6
"406","Balochistan","Sibi","HARNAI",6,2,2,2,6
"406","Balochistan","Sibi","HARNAI",9,2,2,1,6
"406","Balochistan","Sibi","HARNAI",12,1,1,0,6
"406","Balochistan","Sibi","HARNAI",15,1,1,0,6
"417","Balochistan","Sibi","SIBI",2,2,2,1,6
"417","Balochistan","Sibi","SIBI",17,1,1,1,6
"417","Balochistan","Sibi","SIBI",32,5,5,0,6
"417","Balochistan","Sibi","SIBI",47,2,2,2,6
"417","Balochistan","Sibi","SIBI",62,7,7,2,6
"417","Balochistan","Sibi","SIBI",77,7,7,2,6
"418","Balochistan","Sibi","SIBI",6,2,2,0,6
"418","Balochistan","Sibi","SIBI",9,7,6,4,6
"418","Balochistan","Sibi","SIBI",21,7,6,2,6
"418","Balochistan","Sibi","SIBI",33,2,2,0,6
"418","Balochistan","Sibi","SIBI",45,6,6,2,6
"418","Balochistan","Sibi","SIBI",57,2,1,1,6
"419","Balochistan","Sibi","SIBI",9,2,2,1,5
"419","Balochistan","Sibi","SIBI",17,4,4,0,5
"419","Balochistan","Sibi","SIBI",26,4,4,0,5
"419","Balochistan","Sibi","SIBI",44,1,1,0,5
"42","AJK","Mirpur","Mirpur",89,1,1,1,6
"42","AJK","Mirpur","Mirpur",138,4,4,2,6
"42","AJK","Mirpur","Mirpur",187,1,1,1,6
"42","AJK","Mirpur","Mirpur",236,4,4,1,6
"42","AJK","Mirpur","Mirpur",285,2,2,0,6
"420","Balochistan","Sibi","Sibi",1,1,1,0,6
"420","Balochistan","Sibi","Sibi",17,1,1,0,6
"420","Balochistan","Sibi","Sibi",33,4,4,1,6
"420","Balochistan","Sibi","Sibi",49,4,4,0,6
"420","Balochistan","Sibi","Sibi",65,4,4,1,6
"420","Balochistan","Sibi","Sibi",81,4,3,2,6
"421","Balochistan","Sibi","Sibi",1,4,4,1,6
"421","Balochistan","Sibi","Sibi",10,1,1,0,6
"421","Balochistan","Sibi","Sibi",19,1,1,0,6
"421","Balochistan","Sibi","Sibi",28,4,4,0,6
"421","Balochistan","Sibi","Sibi",37,1,1,0,6
"422","Balochistan","Sibi","Sibi",7,3,3,0,6
"422","Balochistan","Sibi","Sibi",16,4,4,0,6
"422","Balochistan","Sibi","Sibi",25,4,4,1,6
"422","Balochistan","Sibi","Sibi",34,3,3,3,6
"422","Balochistan","Sibi","Sibi",43,1,1,0,6
"422","Balochistan","Sibi","Sibi",52,5,4,3,6
"423","Balochistan","Sibi","SIBI",13,2,2,1,6
"423","Balochistan","Sibi","SIBI",26,4,4,1,6
"423","Balochistan","Sibi","SIBI",52,4,4,0,6
"423","Balochistan","Sibi","SIBI",78,1,1,0,6
"424","Balochistan","Sibi","SIBI",3,3,3,1,6
"424","Balochistan","Sibi","SIBI",16,2,2,0,6
"424","Balochistan","Sibi","SIBI",29,4,4,1,6
"424","Balochistan","Sibi","SIBI",55,5,5,1,6
"424","Balochistan","Sibi","SIBI",68,4,4,2,6
"425","Balochistan","Sibi","SIBI",16,4,4,1,6
"425","Balochistan","Sibi","SIBI",30,3,3,3,6
"425","Balochistan","Sibi","SIBI",44,6,5,2,6
"425","Balochistan","Sibi","SIBI",58,6,6,1,6
"425","Balochistan","Sibi","SIBI",72,1,1,0,6
"425","Balochistan","Sibi","SIBI",425,1,1,1,6
"426","Balochistan","Sibi","SIBI",21,5,5,1,6
"426","Balochistan","Sibi","SIBI",33,1,0,1,6
"426","Balochistan","Sibi","SIBI",45,2,2,0,6
"426","Balochistan","Sibi","SIBI",57,1,1,0,6
"426","Balochistan","Sibi","SIBI",69,2,2,1,6
"427","Balochistan","Sibi","SIBI",4,3,3,1,6
"427","Balochistan","Sibi","SIBI",26,3,3,0,6
"427","Balochistan","Sibi","SIBI",37,1,1,0,6
"427","Balochistan","Sibi","SIBI",48,1,1,1,6
"427","Balochistan","Sibi","SIBI",59,2,2,0,6
"428","Balochistan","Sibi","SIBI",3,3,3,1,6
"428","Balochistan","Sibi","SIBI",35,3,3,0,6
"428","Balochistan","Sibi","SIBI",67,4,4,0,6
"428","Balochistan","Sibi","SIBI",83,4,4,1,6
"429","Balochistan","Sibi","Ziarat",1,2,2,0,6
"429","Balochistan","Sibi","Ziarat",9,1,1,1,6
"429","Balochistan","Sibi","Ziarat",13,3,3,0,6
"429","Balochistan","Sibi","Ziarat",17,3,3,0,6
"43","AJK","Mirpur","Mirpur",71,2,2,0,6
"43","AJK","Mirpur","Mirpur",228,2,2,0,6
"43","AJK","Mirpur","Mirpur",262,4,4,0,6
"430","Balochistan","Sibi","Ziarat",3,4,3,4,6
"430","Balochistan","Sibi","Ziarat",12,4,4,1,6
"430","Balochistan","Sibi","Ziarat",15,1,1,1,6
"430","Balochistan","Sibi","Ziarat",18,2,2,0,6
"431","Balochistan","Sibi","Ziarat",1,5,5,1,6
"431","Balochistan","Sibi","Ziarat",7,1,1,0,6
"431","Balochistan","Sibi","Ziarat",19,2,2,0,6
"431","Balochistan","Sibi","Ziarat",25,2,2,0,6
"431","Balochistan","Sibi","Ziarat",31,1,1,0,6
"432","Balochistan","Sibi","Ziarat",12,1,1,0,6
"432","Balochistan","Sibi","Ziarat",38,1,1,1,6
"432","Balochistan","Sibi","Ziarat",51,2,2,2,6
"432","Balochistan","Sibi","Ziarat",52,1,1,0,6
"432","Balochistan","Sibi","Ziarat",64,2,2,2,6
"432","Balochistan","Sibi","Ziarat",77,1,1,0,6
"433","Balochistan","Zhob","Killa Saifullah",5,7,7,3,6
"433","Balochistan","Zhob","Killa Saifullah",12,7,7,3,6
"433","Balochistan","Zhob","Killa Saifullah",19,4,4,1,6
"433","Balochistan","Zhob","Killa Saifullah",26,3,3,2,6
"433","Balochistan","Zhob","Killa Saifullah",33,4,4,1,6
"433","Balochistan","Zhob","Killa Saifullah",40,5,5,1,6
"436","Balochistan","Zhob","Killa Saifullah",6,5,4,3,6
"436","Balochistan","Zhob","Killa Saifullah",13,9,9,1,6
"436","Balochistan","Zhob","Killa Saifullah",20,3,3,1,6
"436","Balochistan","Zhob","Killa Saifullah",27,5,5,2,6
"436","Balochistan","Zhob","Killa Saifullah",34,4,4,0,6
"436","Balochistan","Zhob","Killa Saifullah",41,6,6,3,6
"44","AJK","Mirpur","Mirpur",96,2,2,0,6
"44","AJK","Mirpur","Mirpur",130,2,2,0,6
"44","AJK","Mirpur","Mirpur",158,2,2,0,6
"442","Balochistan","Zhob","Killa Saifullah",7,5,5,0,3
"442","Balochistan","Zhob","Killa Saifullah",9,5,5,3,3
"442","Balochistan","Zhob","Killa Saifullah",11,3,3,0,3
"444","Balochistan","Zhob","zhob",2,8,8,2,3
"444","Balochistan","Zhob","zhob",20,5,5,2,3
"444","Balochistan","Zhob","zhob",74,3,3,1,3
"445","Balochistan","Zhob","Zhob",10,2,2,0,6
"445","Balochistan","Zhob","Zhob",27,1,1,0,6
"445","Balochistan","Zhob","Zhob",44,1,1,1,6
"445","Balochistan","Zhob","Zhob",61,4,4,1,6
"445","Balochistan","Zhob","Zhob",78,5,5,2,6
"445","Balochistan","Zhob","Zhob",95,6,5,1,6
"447","Balochistan","Zhob","Zhob",1,1,1,0,6
"447","Balochistan","Zhob","Zhob",21,10,9,5,6
"447","Balochistan","Zhob","Zhob",77,2,2,2,6
"447","Balochistan","Zhob","Zhob",105,3,3,0,6
"447","Balochistan","Zhob","Zhob",133,6,6,1,6
"447","Balochistan","Zhob","Zhob",161,3,2,3,6
"448","Balochistan","Zhob","Zhob",17,2,2,2,6
"448","Balochistan","Zhob","Zhob",39,5,5,1,6
"448","Balochistan","Zhob","Zhob",61,1,1,0,6
"448","Balochistan","Zhob","Zhob",83,3,3,0,6
"448","Balochistan","Zhob","Zhob",105,6,6,2,6
"448","Balochistan","Zhob","Zhob",127,5,5,0,6
"449","Balochistan","Zhob","Zhob",4,6,5,2,6
"449","Balochistan","Zhob","Zhob",19,2,2,2,6
"449","Balochistan","Zhob","Zhob",34,3,3,0,6
"449","Balochistan","Zhob","Zhob",47,5,5,2,6
"449","Balochistan","Zhob","Zhob",64,1,1,0,6
"449","Balochistan","Zhob","Zhob",79,4,2,4,6
"45","AJK","Mirpur","Mirpur",36,3,3,0,6
"45","AJK","Mirpur","Mirpur",127,2,2,2,6
"45","AJK","Mirpur","Mirpur",217,2,2,0,6
"450","Balochistan","Zhob","zhob",28,11,10,4,5
"450","Balochistan","Zhob","zhob",49,2,2,0,5
"450","Balochistan","Zhob","zhob",51,5,5,1,5
"450","Balochistan","Zhob","zhob",70,5,5,2,5
"451","Balochistan","Zhob","zhob",13,6,5,4,6
"451","Balochistan","Zhob","zhob",30,2,2,0,6
"451","Balochistan","Zhob","zhob",51,7,6,4,6
"451","Balochistan","Zhob","zhob",71,6,5,3,6
"451","Balochistan","Zhob","zhob",90,7,7,1,6
"452","Balochistan","Zhob","zhob",7,1,1,1,6
"452","Balochistan","Zhob","zhob",32,14,13,9,6
"452","Balochistan","Zhob","zhob",57,7,7,3,6
"452","Balochistan","Zhob","zhob",82,5,5,2,6
"452","Balochistan","Zhob","zhob",107,9,8,5,6
"452","Balochistan","Zhob","zhob",132,4,4,1,6
"453","Balochistan","Zhob","zhob",20,7,7,2,6
"453","Balochistan","Zhob","zhob",40,3,3,0,6
"453","Balochistan","Zhob","zhob",60,3,3,2,6
"453","Balochistan","Zhob","zhob",80,6,6,1,6
"453","Balochistan","Zhob","zhob",100,7,7,2,6
"453","Balochistan","Zhob","zhob",120,4,4,1,6
"454","Balochistan","Zhob","zhob",6,2,2,0,6
"454","Balochistan","Zhob","zhob",34,5,5,2,6
"454","Balochistan","Zhob","zhob",93,7,6,2,6
"454","Balochistan","Zhob","zhob",135,8,8,5,6
"454","Balochistan","Zhob","zhob",181,6,6,3,6
"46","AJK","Mirpur","Mirpur",7,1,1,1,6
"46","AJK","Mirpur","Mirpur",35,2,2,2,6
"46","AJK","Mirpur","Mirpur",91,3,3,0,6
"46","AJK","Mirpur","Mirpur",119,3,3,1,6
"46","AJK","Mirpur","Mirpur",147,4,4,1,6
"465","Balochistan","Zhob","Loralai",1,7,6,4,11
"465","Balochistan","Zhob","Loralai",9,5,5,1,11
"465","Balochistan","Zhob","Loralai",15,4,4,2,11
"465","Balochistan","Zhob","Loralai",23,6,6,1,11
"465","Balochistan","Zhob","Loralai",37,7,6,4,11
"465","Balochistan","Zhob","Loralai",51,10,10,1,11
"465","Balochistan","Zhob","Loralai",65,2,2,1,11
"465","Balochistan","Zhob","Loralai",69,4,4,0,11
"465","Balochistan","Zhob","Loralai",79,5,5,2,11
"465","Balochistan","Zhob","Loralai",87,1,1,0,11
"465","Balochistan","Zhob","Loralai",105,2,2,0,11
"466","Balochistan","Zhob","Loralai",18,1,1,1,5
"466","Balochistan","Zhob","Loralai",31,3,3,0,5
"466","Balochistan","Zhob","Loralai",44,4,4,0,5
"466","Balochistan","Zhob","Loralai",57,7,7,3,5
"466","Balochistan","Zhob","Loralai",60,2,2,1,5
"467","Balochistan","Zhob","Loralai",5,7,7,3,6
"467","Balochistan","Zhob","Loralai",23,4,4,3,6
"467","Balochistan","Zhob","Loralai",41,3,3,3,6
"467","Balochistan","Zhob","Loralai",59,3,3,0,6
"467","Balochistan","Zhob","Loralai",77,1,1,0,6
"467","Balochistan","Zhob","Loralai",95,6,6,1,6
"468","Balochistan","Zhob","Loralai",4,2,1,1,6
"468","Balochistan","Zhob","Loralai",20,4,4,1,6
"468","Balochistan","Zhob","Loralai",36,2,2,0,6
"468","Balochistan","Zhob","Loralai",52,4,4,1,6
"468","Balochistan","Zhob","Loralai",68,7,6,2,6
"468","Balochistan","Zhob","Loralai",84,3,2,1,6
"47","AJK","Mirpur","Mirpur",3,3,3,2,6
"47","AJK","Mirpur","Mirpur",44,3,3,0,6
"47","AJK","Mirpur","Mirpur",85,2,2,2,6
"47","AJK","Mirpur","Mirpur",126,2,2,0,6
"47","AJK","Mirpur","Mirpur",167,3,3,1,6
"472","Balochistan","Zhob","Loralai",55,6,5,3,3
"472","Balochistan","Zhob","Loralai",69,11,11,4,3
"472","Balochistan","Zhob","Loralai",83,3,2,3,3
"48","AJK","Mirpur","Mirpur",32,6,6,1,7
"48","AJK","Mirpur","Mirpur",65,6,6,1,7
"48","AJK","Mirpur","Mirpur",131,2,2,1,7
"48","AJK","Mirpur","Mirpur",164,2,1,1,7
"481","Gilgit Baltistan","Baltistan","Ganche",19,2,2,0,5
"481","Gilgit Baltistan","Baltistan","Ganche",41,5,5,3,5
"481","Gilgit Baltistan","Baltistan","Ganche",63,6,5,2,5
"481","Gilgit Baltistan","Baltistan","Ganche",107,4,2,2,5
"481","Gilgit Baltistan","Baltistan","Ganche",129,3,3,1,5
"482","Gilgit Baltistan","Baltistan","Ganche",9,5,5,2,7
"482","Gilgit Baltistan","Baltistan","Ganche",24,3,3,2,7
"482","Gilgit Baltistan","Baltistan","Ganche",39,4,4,0,7
"482","Gilgit Baltistan","Baltistan","Ganche",69,6,6,1,7
"482","Gilgit Baltistan","Baltistan","Ganche",84,1,1,0,7
"482","Gilgit Baltistan","Baltistan","Ganche",85,5,5,2,7
"483","Gilgit Baltistan","Baltistan","Ganche",4,3,3,2,6
"483","Gilgit Baltistan","Baltistan","Ganche",31,3,3,2,6
"483","Gilgit Baltistan","Baltistan","Ganche",58,5,3,2,6
"483","Gilgit Baltistan","Baltistan","Ganche",85,1,1,1,6
"483","Gilgit Baltistan","Baltistan","Ganche",112,1,1,0,6
"483","Gilgit Baltistan","Baltistan","Ganche",139,1,1,1,6
"484","Gilgit Baltistan","Baltistan","Ganche",39,4,4,0,6
"484","Gilgit Baltistan","Baltistan","Ganche",54,3,3,1,6
"484","Gilgit Baltistan","Baltistan","Ganche",113,2,2,1,6
"484","Gilgit Baltistan","Baltistan","Ganche",119,3,2,3,6
"484","Gilgit Baltistan","Baltistan","Ganche",145,3,3,1,6
"485","Gilgit Baltistan","Baltistan","Ganche",21,4,4,1,6
"485","Gilgit Baltistan","Baltistan","Ganche",52,3,3,1,6
"485","Gilgit Baltistan","Baltistan","Ganche",83,2,2,0,6
"485","Gilgit Baltistan","Baltistan","Ganche",114,3,3,1,6
"485","Gilgit Baltistan","Baltistan","Ganche",145,8,8,2,6
"485","Gilgit Baltistan","Baltistan","Ganche",176,4,4,3,6
"486","Gilgit Baltistan","Baltistan","Ganche",46,3,3,2,6
"486","Gilgit Baltistan","Baltistan","Ganche",77,2,2,0,6
"486","Gilgit Baltistan","Baltistan","Ganche",108,3,3,0,6
"486","Gilgit Baltistan","Baltistan","Ganche",139,2,2,0,6
"486","Gilgit Baltistan","Baltistan","Ganche",170,5,5,1,6
"487","Gilgit Baltistan","Baltistan","Ganche",2,10,9,1,5
"487","Gilgit Baltistan","Baltistan","Ganche",26,2,2,1,5
"487","Gilgit Baltistan","Baltistan","Ganche",74,4,4,1,5
"487","Gilgit Baltistan","Baltistan","Ganche",122,2,2,0,5
"488","Gilgit Baltistan","Baltistan","Ganche",9,2,2,0,6
"488","Gilgit Baltistan","Baltistan","Ganche",22,2,2,1,6
"488","Gilgit Baltistan","Baltistan","Ganche",48,1,1,0,6
"488","Gilgit Baltistan","Baltistan","Ganche",61,1,1,0,6
"489","Gilgit Baltistan","Baltistan","Ganche",19,1,1,0,6
"489","Gilgit Baltistan","Baltistan","Ganche",34,2,2,0,6
"489","Gilgit Baltistan","Baltistan","Ganche",49,4,3,2,6
"489","Gilgit Baltistan","Baltistan","Ganche",64,5,4,2,6
"489","Gilgit Baltistan","Baltistan","Ganche",79,3,3,0,6
"49","AJK","Muzaffarabad","Jhelum Vellay",6,3,3,2,6
"49","AJK","Muzaffarabad","Jhelum Vellay",63,3,3,2,6
"49","AJK","Muzaffarabad","Jhelum Vellay",177,3,3,1,6
"49","AJK","Muzaffarabad","Jhelum Vellay",234,1,1,0,6
"49","AJK","Muzaffarabad","Jhelum Vellay",291,2,2,2,6
"491","Gilgit Baltistan","Baltistan","Ganche",2,3,3,1,6
"491","Gilgit Baltistan","Baltistan","Ganche",19,4,4,0,6
"491","Gilgit Baltistan","Baltistan","Ganche",53,5,5,1,6
"491","Gilgit Baltistan","Baltistan","Ganche",70,1,1,0,6
"491","Gilgit Baltistan","Baltistan","Ganche",87,1,1,0,6
"492","Gilgit Baltistan","Baltistan","Kharmang",1,2,2,2,6
"492","Gilgit Baltistan","Baltistan","Kharmang",70,1,1,0,6
"492","Gilgit Baltistan","Baltistan","Kharmang",89,3,3,0,6
"492","Gilgit Baltistan","Baltistan","Kharmang",105,6,5,4,6
"493","Gilgit Baltistan","Baltistan","Kharmang",3,2,2,0,6
"493","Gilgit Baltistan","Baltistan","Kharmang",63,1,1,0,6
"493","Gilgit Baltistan","Baltistan","Kharmang",129,2,2,1,6
"493","Gilgit Baltistan","Baltistan","Kharmang",149,4,3,1,6
"494","Gilgit Baltistan","Baltistan","Kharmang",10,1,0,1,5
"494","Gilgit Baltistan","Baltistan","Kharmang",28,4,4,1,5
"494","Gilgit Baltistan","Baltistan","Kharmang",46,1,1,1,5
"494","Gilgit Baltistan","Baltistan","Kharmang",64,1,1,1,5
"494","Gilgit Baltistan","Baltistan","Kharmang",100,1,1,0,5
"495","Gilgit Baltistan","Baltistan","Shigar",62,3,3,0,6
"495","Gilgit Baltistan","Baltistan","Shigar",101,5,5,2,6
"495","Gilgit Baltistan","Baltistan","Shigar",139,5,5,1,6
"495","Gilgit Baltistan","Baltistan","Shigar",177,3,3,0,6
"495","Gilgit Baltistan","Baltistan","Shigar",215,3,2,1,6
"496","Gilgit Baltistan","Baltistan","Shigar",32,4,3,2,7
"496","Gilgit Baltistan","Baltistan","Shigar",53,4,4,1,7
"496","Gilgit Baltistan","Baltistan","Shigar",74,2,2,2,7
"496","Gilgit Baltistan","Baltistan","Shigar",82,3,3,1,7
"496","Gilgit Baltistan","Baltistan","Shigar",95,6,6,1,7
"496","Gilgit Baltistan","Baltistan","Shigar",116,3,3,1,7
"497","Gilgit Baltistan","Baltistan","Shigar",9,14,14,4,6
"497","Gilgit Baltistan","Baltistan","Shigar",12,2,1,2,6
"497","Gilgit Baltistan","Baltistan","Shigar",32,4,4,2,6
"497","Gilgit Baltistan","Baltistan","Shigar",55,2,2,0,6
"497","Gilgit Baltistan","Baltistan","Shigar",78,8,8,2,6
"497","Gilgit Baltistan","Baltistan","Shigar",101,2,2,2,6
"498","Gilgit Baltistan","Baltistan","Shigar",15,8,7,5,6
"498","Gilgit Baltistan","Baltistan","Shigar",28,3,3,0,6
"498","Gilgit Baltistan","Baltistan","Shigar",54,5,5,1,6
"498","Gilgit Baltistan","Baltistan","Shigar",94,2,2,2,6
"498","Gilgit Baltistan","Baltistan","Shigar",160,2,2,1,6
"498","Gilgit Baltistan","Baltistan","Shigar",193,3,3,0,6
"499","Gilgit Baltistan","Baltistan","Shigar",6,1,1,0,6
"499","Gilgit Baltistan","Baltistan","Shigar",19,1,1,0,6
"499","Gilgit Baltistan","Baltistan","Shigar",34,2,2,1,6
"499","Gilgit Baltistan","Baltistan","Shigar",47,7,7,1,6
"499","Gilgit Baltistan","Baltistan","Shigar",61,4,4,1,6
"499","Gilgit Baltistan","Baltistan","Shigar",76,1,1,1,6
"5","AJK","Mirpur","Bhimber",112,3,3,2,6
"5","AJK","Mirpur","Bhimber",124,5,4,3,6
"5","AJK","Mirpur","Bhimber",170,2,2,0,6
"5","AJK","Mirpur","Bhimber",233,3,3,0,6
"5","AJK","Mirpur","Bhimber",380,1,0,1,6
"5","AJK","Mirpur","Bhimber",397,3,3,0,6
"50","AJK","Muzaffarabad","Jhelum Vellay",1,6,6,2,7
"50","AJK","Muzaffarabad","Jhelum Vellay",2,5,5,0,7
"50","AJK","Muzaffarabad","Jhelum Vellay",4,7,7,2,7
"50","AJK","Muzaffarabad","Jhelum Vellay",9,3,2,2,7
"50","AJK","Muzaffarabad","Jhelum Vellay",108,3,3,1,7
"50","AJK","Muzaffarabad","Jhelum Vellay",122,7,7,2,7
"500","Gilgit Baltistan","Baltistan","Shigar",2,6,6,1,6
"500","Gilgit Baltistan","Baltistan","Shigar",15,4,4,0,6
"500","Gilgit Baltistan","Baltistan","Shigar",28,3,3,2,6
"500","Gilgit Baltistan","Baltistan","Shigar",39,4,4,1,6
"500","Gilgit Baltistan","Baltistan","Shigar",41,3,3,1,6
"500","Gilgit Baltistan","Baltistan","Shigar",67,3,3,2,6
"501","Gilgit Baltistan","Baltistan","Skardu",15,3,1,2,6
"501","Gilgit Baltistan","Baltistan","Skardu",33,4,4,2,6
"501","Gilgit Baltistan","Baltistan","Skardu",51,2,2,0,6
"501","Gilgit Baltistan","Baltistan","Skardu",68,3,3,0,6
"501","Gilgit Baltistan","Baltistan","Skardu",87,4,4,1,6
"501","Gilgit Baltistan","Baltistan","Skardu",105,3,3,0,6
"503","Gilgit Baltistan","Baltistan","Skardu",26,4,4,0,6
"503","Gilgit Baltistan","Baltistan","Skardu",52,2,2,0,6
"503","Gilgit Baltistan","Baltistan","Skardu",78,2,2,0,6
"503","Gilgit Baltistan","Baltistan","Skardu",104,2,2,0,6
"503","Gilgit Baltistan","Baltistan","Skardu",130,2,2,0,6
"503","Gilgit Baltistan","Baltistan","Skardu",156,2,2,0,6
"504","Gilgit Baltistan","Baltistan","Skardu",6,3,3,0,6
"504","Gilgit Baltistan","Baltistan","Skardu",19,5,5,1,6
"504","Gilgit Baltistan","Baltistan","Skardu",32,3,3,0,6
