"cluster_code","province","division","district","hh02","n_children","elig_tcv","elig_polio","n_hh"
"1","AJK","Mirpur","Bhimber",22,3,3,1,7
"1","AJK","Mirpur","Bhimber",54,4,4,2,7
"1","AJK","Mirpur","Bhimber",73,1,1,1,7
"1","AJK","Mirpur","Bhimber",85,6,5,2,7
"10","AJK","Mirpur","Bhimber",4,2,2,0,6
"10","AJK","Mirpur","Bhimber",31,2,2,0,6
"10","AJK","Mirpur","Bhimber",52,4,4,2,6
"10","AJK","Mirpur","Bhimber",110,1,1,0,6
"10","AJK","Mirpur","Bhimber",139,4,4,2,6
"10","AJK","Mirpur","Bhimber",176,5,5,2,6
"100","AJK","Poonch","Bagh",12,2,2,1,6
"100","AJK","Poonch","Bagh",36,3,3,0,6
"100","AJK","Poonch","Bagh",88,2,2,1,6
"100","AJK","Poonch","Bagh",126,5,5,2,6
"100","AJK","Poonch","Bagh",164,2,2,0,6
"100","AJK","Poonch","Bagh",202,2,2,0,6
"101","AJK","Poonch","Bagh",37,2,2,1,6
"101","AJK","Poonch","Bagh",93,3,3,1,6
"101","AJK","Poonch","Bagh",149,1,1,0,6
"101","AJK","Poonch","Bagh",205,4,4,4,6
"101","AJK","Poonch","Bagh",261,4,4,1,6
"101","AJK","Poonch","Bagh",317,3,3,0,6
"102","AJK","Poonch","Bagh",44,3,3,0,6
"102","AJK","Poonch","Bagh",104,2,1,2,6
"102","AJK","Poonch","Bagh",164,2,2,0,6
"102","AJK","Poonch","Bagh",224,2,2,0,6
"102","AJK","Poonch","Bagh",284,1,1,1,6
"102","AJK","Poonch","Bagh",344,3,3,2,6
"103","AJK","Poonch","Bagh",74,1,1,0,6
"103","AJK","Poonch","Bagh",113,1,1,0,6
"103","AJK","Poonch","Bagh",152,2,2,1,6
"103","AJK","Poonch","Bagh",191,2,2,2,6
"103","AJK","Poonch","Bagh",230,1,1,0,6
"104","AJK","Poonch","Bagh",10,1,0,1,6
"104","AJK","Poonch","Bagh",23,4,4,1,6
"104","AJK","Poonch","Bagh",36,1,0,1,6
"104","AJK","Poonch","Bagh",49,2,2,0,6
"104","AJK","Poonch","Bagh",75,1,1,1,6
"105","AJK","Poonch","Bagh",31,5,5,1,6
"105","AJK","Poonch","Bagh",73,3,3,1,6
"105","AJK","Poonch","Bagh",157,3,3,1,6
"105","AJK","Poonch","Bagh",199,4,3,1,6
"105","AJK","Poonch","Bagh",241,3,3,1,6
"106","AJK","Poonch","Bagh",82,1,1,0,6
"106","AJK","Poonch","Bagh",137,4,4,1,6
"106","AJK","Poonch","Bagh",192,2,2,2,6
"106","AJK","Poonch","Bagh",247,2,2,0,6
"106","AJK","Poonch","Bagh",302,1,1,1,6
"107","AJK","Poonch","Bagh",18,7,6,3,6
"107","AJK","Poonch","Bagh",71,2,2,1,6
"107","AJK","Poonch","Bagh",124,3,3,2,6
"107","AJK","Poonch","Bagh",177,4,4,1,6
"107","AJK","Poonch","Bagh",230,4,3,1,6
"107","AJK","Poonch","Bagh",283,3,3,1,6
"108","AJK","Poonch","Bagh",4,2,1,2,6
"108","AJK","Poonch","Bagh",25,2,2,2,6
"108","AJK","Poonch","Bagh",46,4,4,1,6
"108","AJK","Poonch","Bagh",67,1,1,0,6
"108","AJK","Poonch","Bagh",109,3,3,2,6
"109","AJK","Poonch","Bagh",75,2,2,0,6
"109","AJK","Poonch","Bagh",119,3,3,0,6
"109","AJK","Poonch","Bagh",163,2,2,0,6
"109","AJK","Poonch","Bagh",207,2,2,0,6
"109","AJK","Poonch","Bagh",251,2,1,2,6
"11","AJK","Mirpur","Bhimber",94,2,1,2,6
"11","AJK","Mirpur","Bhimber",116,2,2,1,6
"11","AJK","Mirpur","Bhimber",157,1,1,1,6
"11","AJK","Mirpur","Bhimber",242,3,3,0,6
"11","AJK","Mirpur","Bhimber",327,1,1,0,6
"110","AJK","Poonch","Haveli",1,4,4,2,6
"110","AJK","Poonch","Haveli",37,2,2,1,6
"110","AJK","Poonch","Haveli",103,5,5,0,6
"110","AJK","Poonch","Haveli",136,1,1,0,6
"110","AJK","Poonch","Haveli",173,4,4,2,6
"111","AJK","Poonch","Haveli",7,1,0,1,6
"111","AJK","Poonch","Haveli",20,3,3,1,6
"111","AJK","Poonch","Haveli",37,4,4,0,6
"111","AJK","Poonch","Haveli",46,1,1,0,6
"111","AJK","Poonch","Haveli",59,1,1,0,6
"111","AJK","Poonch","Haveli",72,3,3,1,6
"112","AJK","Poonch","Haveli",2,4,4,1,6
"112","AJK","Poonch","Haveli",30,5,5,3,6
"112","AJK","Poonch","Haveli",58,3,3,2,6
"112","AJK","Poonch","Haveli",86,5,5,2,6
"112","AJK","Poonch","Haveli",142,4,4,3,6
"113","AJK","Poonch","Haveli",5,1,1,0,6
"113","AJK","Poonch","Haveli",36,2,2,1,6
"113","AJK","Poonch","Haveli",160,3,3,1,6
"114","AJK","Poonch","Haveli",4,2,2,0,6
"114","AJK","Poonch","Haveli",20,3,2,3,6
"114","AJK","Poonch","Haveli",30,1,1,1,6
"114","AJK","Poonch","Haveli",44,3,3,0,6
"115","AJK","Poonch","Haveli",7,4,4,3,6
"115","AJK","Poonch","Haveli",101,4,4,1,6
"115","AJK","Poonch","Haveli",242,4,4,1,6
"116","AJK","Poonch","Haveli",27,4,4,1,6
"116","AJK","Poonch","Haveli",102,2,1,2,6
"116","AJK","Poonch","Haveli",127,2,2,1,6
"117","AJK","Poonch","Poonch",13,1,1,1,6
"117","AJK","Poonch","Poonch",37,1,1,0,6
"117","AJK","Poonch","Poonch",61,1,1,0,6
"117","AJK","Poonch","Poonch",85,1,1,0,6
"117","AJK","Poonch","Poonch",109,2,2,2,6
"118","AJK","Poonch","Poonch",8,6,5,3,7
"118","AJK","Poonch","Poonch",23,2,1,2,7
"118","AJK","Poonch","Poonch",63,1,1,0,7
"118","AJK","Poonch","Poonch",103,2,2,1,7
"118","AJK","Poonch","Poonch",143,1,1,1,7
"118","AJK","Poonch","Poonch",183,1,1,0,7
"119","AJK","Poonch","Poonch",58,2,2,0,6
"119","AJK","Poonch","Poonch",89,2,2,0,6
"119","AJK","Poonch","Poonch",120,2,2,1,6
"119","AJK","Poonch","Poonch",151,2,2,0,6
"119","AJK","Poonch","Poonch",182,5,5,0,6
"12","AJK","Mirpur","Kotli",12,5,4,3,7
"12","AJK","Mirpur","Kotli",31,3,3,0,7
"12","AJK","Mirpur","Kotli",70,1,1,1,7
"12","AJK","Mirpur","Kotli",109,2,2,1,7
"12","AJK","Mirpur","Kotli",148,1,1,1,7
"12","AJK","Mirpur","Kotli",187,3,3,1,7
"12","AJK","Mirpur","Kotli",226,3,3,0,7
"120","AJK","Poonch","Poonch",10,2,2,2,6
"120","AJK","Poonch","Poonch",30,3,3,1,6
"120","AJK","Poonch","Poonch",40,1,1,0,6
"120","AJK","Poonch","Poonch",60,1,1,0,6
"121","AJK","Poonch","Poonch",15,2,2,0,6
"121","AJK","Poonch","Poonch",71,2,2,2,6
"121","AJK","Poonch","Poonch",90,2,1,2,6
"121","AJK","Poonch","Poonch",115,3,3,0,6
"121","AJK","Poonch","Poonch",140,2,2,0,6
"122","AJK","Poonch","Poonch",28,5,5,0,6
"122","AJK","Poonch","Poonch",61,1,1,0,6
"122","AJK","Poonch","Poonch",94,2,2,0,6
"122","AJK","Poonch","Poonch",160,5,5,1,6
"122","AJK","Poonch","Poonch",193,2,2,0,6
"123","AJK","Poonch","Poonch",6,3,3,2,6
"123","AJK","Poonch","Poonch",15,1,1,1,6
"123","AJK","Poonch","Poonch",28,3,3,1,6
"123","AJK","Poonch","Poonch",50,3,3,0,6
"123","AJK","Poonch","Poonch",72,1,1,0,6
"125","AJK","Poonch","Poonch",96,3,3,3,5
"125","AJK","Poonch","Poonch",121,2,2,1,5
"126","AJK","Poonch","Poonch",1,2,2,2,5
"126","AJK","Poonch","Poonch",2,2,2,0,5
"126","AJK","Poonch","Poonch",3,2,2,1,5
"126","AJK","Poonch","Poonch",153,2,1,2,5
"127","AJK","Poonch","Poonch",1,3,3,1,6
"127","AJK","Poonch","Poonch",53,1,1,0,6
"127","AJK","Poonch","Poonch",85,3,3,0,6
"127","AJK","Poonch","Poonch",117,3,3,2,6
"127","AJK","Poonch","Poonch",149,3,3,0,6
"127","AJK","Poonch","Poonch",181,2,2,2,6
"129","AJK","Poonch","Poonch",53,2,1,2,6
"129","AJK","Poonch","Poonch",78,1,1,0,6
"129","AJK","Poonch","Poonch",104,2,2,0,6
"13","AJK","Mirpur","Kotli",33,4,4,0,5
"13","AJK","Mirpur","Kotli",111,4,4,1,5
"13","AJK","Mirpur","Kotli",137,6,6,3,5
"130","AJK","Poonch","Poonch",30,1,1,0,5
"130","AJK","Poonch","Poonch",65,3,3,3,5
"130","AJK","Poonch","Poonch",100,4,4,2,5
"130","AJK","Poonch","Poonch",135,3,3,2,5
"130","AJK","Poonch","Poonch",205,2,2,1,5
"131","AJK","Poonch","Poonch",4,2,2,2,6
"131","AJK","Poonch","Poonch",5,1,1,0,6
"131","AJK","Poonch","Poonch",25,2,2,0,6
"131","AJK","Poonch","Poonch",45,2,2,1,6
"131","AJK","Poonch","Poonch",85,3,3,0,6
"131","AJK","Poonch","Poonch",105,1,1,1,6
"132","AJK","Poonch","Poonch",2,2,1,1,4
"132","AJK","Poonch","Poonch",3,6,6,0,4
"132","AJK","Poonch","Poonch",4,1,1,0,4
"132","AJK","Poonch","Poonch",5,3,3,0,4
"133","AJK","Poonch","Poonch",1,3,3,1,5
"133","AJK","Poonch","Poonch",40,4,4,1,5
"133","AJK","Poonch","Poonch",53,1,1,0,5
"134","AJK","Poonch","Poonch",1,2,2,2,3
"134","AJK","Poonch","Poonch",2,3,3,0,3
"134","AJK","Poonch","Poonch",5,4,4,1,3
"136","AJK","Poonch","Sudhnooti",5,2,2,0,6
"136","AJK","Poonch","Sudhnooti",73,3,3,1,6
"136","AJK","Poonch","Sudhnooti",125,1,1,0,6
"136","AJK","Poonch","Sudhnooti",165,3,3,1,6
"137","AJK","Poonch","Sudhnooti",17,5,4,3,6
"137","AJK","Poonch","Sudhnooti",52,5,5,1,6
"137","AJK","Poonch","Sudhnooti",87,3,3,2,6
"137","AJK","Poonch","Sudhnooti",122,2,2,0,6
"137","AJK","Poonch","Sudhnooti",157,1,1,0,6
"137","AJK","Poonch","Sudhnooti",192,1,1,1,6
"138","AJK","Poonch","Sudhnooti",53,5,5,1,6
"138","AJK","Poonch","Sudhnooti",97,3,3,1,6
"138","AJK","Poonch","Sudhnooti",141,1,1,0,6
"138","AJK","Poonch","Sudhnooti",185,2,2,1,6
"139","AJK","Poonch","Sudhnooti",19,1,1,1,6
"139","AJK","Poonch","Sudhnooti",31,2,2,2,6
"139","AJK","Poonch","Sudhnooti",55,2,2,0,6
"139","AJK","Poonch","Sudhnooti",67,4,4,2,6
"14","AJK","Mirpur","Kotli",26,3,3,0,6
"14","AJK","Mirpur","Kotli",52,2,2,1,6
"14","AJK","Mirpur","Kotli",78,2,2,1,6
"14","AJK","Mirpur","Kotli",104,3,3,1,6
"14","AJK","Mirpur","Kotli",130,1,1,0,6
"14","AJK","Mirpur","Kotli",156,3,3,1,6
"140","AJK","Poonch","Sudhnooti",6,2,2,0,6
"140","AJK","Poonch","Sudhnooti",72,1,1,0,6
"140","AJK","Poonch","Sudhnooti",105,4,3,4,6
"140","AJK","Poonch","Sudhnooti",138,3,3,1,6
"140","AJK","Poonch","Sudhnooti",171,5,4,3,6
"141","AJK","Poonch","Sudhnooti",17,1,1,0,5
"141","AJK","Poonch","Sudhnooti",56,2,2,0,5
"141","AJK","Poonch","Sudhnooti",212,1,1,0,5
"142","AJK","Poonch","Sudhnooti",25,2,2,1,6
"142","AJK","Poonch","Sudhnooti",59,2,2,0,6
"142","AJK","Poonch","Sudhnooti",93,5,5,1,6
"142","AJK","Poonch","Sudhnooti",127,3,2,2,6
"142","AJK","Poonch","Sudhnooti",161,2,2,1,6
"143","AJK","Poonch","Sudhnooti",29,4,4,2,6
"143","AJK","Poonch","Sudhnooti",67,3,3,0,6
"143","AJK","Poonch","Sudhnooti",105,3,3,1,6
"143","AJK","Poonch","Sudhnooti",143,3,3,0,6
"143","AJK","Poonch","Sudhnooti",181,2,2,0,6
"143","AJK","Poonch","Sudhnooti",219,4,4,1,6
"144","AJK","Poonch","Sudhnooti",47,4,4,0,7
"144","AJK","Poonch","Sudhnooti",86,1,1,1,7
"144","AJK","Poonch","Sudhnooti",125,2,2,1,7
"148","Balochistan","Kalat","KALAT",47,4,3,2,6
"148","Balochistan","Kalat","KALAT",66,2,2,1,6
"148","Balochistan","Kalat","KALAT",86,5,5,2,6
"148","Balochistan","Kalat","KALAT",106,4,3,3,6
"149","Balochistan","Kalat","KALAT",40,2,2,0,6
"149","Balochistan","Kalat","KALAT",69,4,4,1,6
"149","Balochistan","Kalat","KALAT",98,3,3,0,6
"149","Balochistan","Kalat","KALAT",127,3,3,0,6
"15","AJK","Mirpur","Kotli",2,2,2,0,5
"15","AJK","Mirpur","Kotli",21,4,4,1,5
"15","AJK","Mirpur","Kotli",40,2,1,1,5
"15","AJK","Mirpur","Kotli",78,4,4,1,5
"150","Balochistan","Kalat","KALAT",28,3,3,2,6
"150","Balochistan","Kalat","KALAT",75,1,1,0,6
"150","Balochistan","Kalat","KALAT",122,3,3,2,6
"150","Balochistan","Kalat","KALAT",169,3,3,1,6
"150","Balochistan","Kalat","KALAT",216,4,4,3,6
"151","Balochistan","Kalat","KALAT",3,1,1,0,6
"151","Balochistan","Kalat","KALAT",29,3,3,1,6
"151","Balochistan","Kalat","KALAT",81,1,1,1,6
"151","Balochistan","Kalat","KALAT",132,2,2,1,6
"152","Balochistan","Kalat","KALAT",23,4,4,2,6
"152","Balochistan","Kalat","KALAT",43,2,2,1,6
"152","Balochistan","Kalat","KALAT",83,3,3,0,6
"152","Balochistan","Kalat","KALAT",103,3,3,0,6
"153","Balochistan","Kalat","KALAT",12,3,3,1,6
"153","Balochistan","Kalat","KALAT",52,3,3,0,6
"153","Balochistan","Kalat","KALAT",92,1,1,0,6
"154","Balochistan","Kalat","Khuzdar",20,5,4,2,5
"154","Balochistan","Kalat","Khuzdar",46,1,1,0,5
"154","Balochistan","Kalat","Khuzdar",59,2,2,1,5
"154","Balochistan","Kalat","Khuzdar",72,6,6,4,5
"155","Balochistan","Kalat","Khuzdar",3,2,2,0,6
"155","Balochistan","Kalat","Khuzdar",6,5,5,2,6
"155","Balochistan","Kalat","Khuzdar",9,3,3,1,6
"155","Balochistan","Kalat","Khuzdar",12,4,4,3,6
"155","Balochistan","Kalat","Khuzdar",15,2,2,1,6
"155","Balochistan","Kalat","Khuzdar",18,3,3,1,6
"156","Balochistan","Kalat","Khuzdar",30,2,2,1,5
"156","Balochistan","Kalat","Khuzdar",57,7,6,3,5
"156","Balochistan","Kalat","Khuzdar",111,4,4,2,5
"156","Balochistan","Kalat","Khuzdar",138,2,2,0,5
"157","Balochistan","Kalat","Khuzdar",57,6,5,2,4
"157","Balochistan","Kalat","Khuzdar",150,3,3,2,4
"157","Balochistan","Kalat","Khuzdar",181,3,3,1,4
"158","Balochistan","Kalat","Khuzdar",6,4,4,2,5
"158","Balochistan","Kalat","Khuzdar",51,4,4,2,5
"158","Balochistan","Kalat","Khuzdar",141,3,3,1,5
"158","Balochistan","Kalat","Khuzdar",186,1,1,0,5
"158","Balochistan","Kalat","Khuzdar",231,2,2,1,5
"159","Balochistan","Kalat","Khuzdar",27,2,2,1,6
"159","Balochistan","Kalat","Khuzdar",56,3,3,1,6
"159","Balochistan","Kalat","Khuzdar",85,5,5,1,6
"159","Balochistan","Kalat","Khuzdar",114,3,3,0,6
"159","Balochistan","Kalat","Khuzdar",143,3,3,2,6
"159","Balochistan","Kalat","Khuzdar",172,3,3,1,6
"16","AJK","Mirpur","Kotli",14,2,1,2,6
"16","AJK","Mirpur","Kotli",38,4,4,1,6
"16","AJK","Mirpur","Kotli",62,5,5,1,6
"16","AJK","Mirpur","Kotli",134,2,2,1,6
"160","Balochistan","Kalat","Khuzdar",25,8,8,4,6
"160","Balochistan","Kalat","Khuzdar",75,4,4,2,6
"160","Balochistan","Kalat","Khuzdar",100,5,5,0,6
"160","Balochistan","Kalat","Khuzdar",125,4,4,2,6
"160","Balochistan","Kalat","Khuzdar",150,7,7,1,6
"161","Balochistan","Kalat","Khuzdar",18,4,4,1,6
"161","Balochistan","Kalat","Khuzdar",40,1,1,1,6
"161","Balochistan","Kalat","Khuzdar",62,3,3,2,6
"161","Balochistan","Kalat","Khuzdar",84,4,4,0,6
"161","Balochistan","Kalat","Khuzdar",106,3,3,1,6
"161","Balochistan","Kalat","Khuzdar",128,4,4,1,6
"162","Balochistan","Kalat","Khuzdar",11,2,2,1,6
"162","Balochistan","Kalat","Khuzdar",24,3,3,0,6
"162","Balochistan","Kalat","Khuzdar",37,3,3,1,6
"162","Balochistan","Kalat","Khuzdar",50,3,3,1,6
"162","Balochistan","Kalat","Khuzdar",63,8,8,3,6
"162","Balochistan","Kalat","Khuzdar",76,6,6,3,6
"163","Balochistan","Kalat","Khuzdar",20,2,2,1,6
"163","Balochistan","Kalat","Khuzdar",35,1,1,0,6
"163","Balochistan","Kalat","Khuzdar",50,4,4,1,6
"163","Balochistan","Kalat","Khuzdar",65,3,3,1,6
"164","Balochistan","Kalat","Khuzdar",13,3,3,1,6
"164","Balochistan","Kalat","Khuzdar",28,5,5,2,6
"164","Balochistan","Kalat","Khuzdar",43,7,7,2,6
"164","Balochistan","Kalat","Khuzdar",58,4,4,1,6
"164","Balochistan","Kalat","Khuzdar",73,2,2,2,6
"164","Balochistan","Kalat","Khuzdar",88,16,16,6,6
"165","Balochistan","Kalat","Khuzdar",25,3,3,1,6
"165","Balochistan","Kalat","Khuzdar",50,8,7,4,6
"165","Balochistan","Kalat","Khuzdar",75,1,1,0,6
"165","Balochistan","Kalat","Khuzdar",100,6,6,2,6
"165","Balochistan","Kalat","Khuzdar",125,6,6,2,6
"165","Balochistan","Kalat","Khuzdar",155,2,2,2,6
"166","Balochistan","Kalat","Khuzdar",23,2,2,2,6
"166","Balochistan","Kalat","Khuzdar",62,2,2,2,6
"166","Balochistan","Kalat","Khuzdar",101,4,4,2,6
"166","Balochistan","Kalat","Khuzdar",128,4,4,1,6
"166","Balochistan","Kalat","Khuzdar",140,4,4,1,6
"166","Balochistan","Kalat","Khuzdar",179,4,4,0,6
"167","Balochistan","Kalat","Khuzdar",7,10,10,1,6
"167","Balochistan","Kalat","Khuzdar",21,2,2,1,6
"167","Balochistan","Kalat","Khuzdar",35,5,5,0,6
"167","Balochistan","Kalat","Khuzdar",49,5,5,2,6
"167","Balochistan","Kalat","Khuzdar",63,3,3,1,6
"167","Balochistan","Kalat","Khuzdar",77,7,7,1,6
"173","Balochistan","Kalat","Lasbella",22,4,4,2,6
"173","Balochistan","Kalat","Lasbella",45,3,2,1,6
"173","Balochistan","Kalat","Lasbella",68,2,2,0,6
"173","Balochistan","Kalat","Lasbella",91,2,2,0,6
"173","Balochistan","Kalat","Lasbella",114,2,2,0,6
"173","Balochistan","Kalat","Lasbella",137,4,4,2,6
"175","Balochistan","Kalat","Lasbella",19,3,2,2,6
"175","Balochistan","Kalat","Lasbella",42,1,1,1,6
"175","Balochistan","Kalat","Lasbella",65,4,4,1,6
"175","Balochistan","Kalat","Lasbella",88,2,2,1,6
"175","Balochistan","Kalat","Lasbella",111,2,2,0,6
"175","Balochistan","Kalat","Lasbella",134,3,3,2,6
"176","Balochistan","Kalat","Lasbella",4,2,2,0,6
"176","Balochistan","Kalat","Lasbella",19,5,4,2,6
"176","Balochistan","Kalat","Lasbella",34,5,5,1,6
"176","Balochistan","Kalat","Lasbella",49,2,2,0,6
"176","Balochistan","Kalat","Lasbella",64,1,1,1,6
"176","Balochistan","Kalat","Lasbella",79,4,4,0,6
"18","AJK","Mirpur","Kotli",12,4,4,2,6
"18","AJK","Mirpur","Kotli",27,2,2,1,6
"18","AJK","Mirpur","Kotli",57,2,2,2,6
"18","AJK","Mirpur","Kotli",72,2,2,2,6
"18","AJK","Mirpur","Kotli",87,1,1,0,6
"186","Balochistan","Kalat","Mastung",6,7,7,3,6
"186","Balochistan","Kalat","Mastung",20,2,2,2,6
"186","Balochistan","Kalat","Mastung",34,4,4,1,6
"186","Balochistan","Kalat","Mastung",48,8,8,1,6
"186","Balochistan","Kalat","Mastung",62,3,3,0,6
"186","Balochistan","Kalat","Mastung",76,6,5,3,6
"187","Balochistan","Kalat","Mastung",6,2,2,1,5
"187","Balochistan","Kalat","Mastung",22,4,4,3,5
"187","Balochistan","Kalat","Mastung",38,7,7,2,5
"187","Balochistan","Kalat","Mastung",46,6,6,1,5
"19","AJK","Mirpur","Kotli",7,2,2,1,5
"19","AJK","Mirpur","Kotli",55,2,2,2,5
"19","AJK","Mirpur","Kotli",151,5,3,3,5
"19","AJK","Mirpur","Kotli",199,2,2,1,5
"19","AJK","Mirpur","Kotli",247,5,5,4,5
"2","AJK","Mirpur","Bhimber",7,1,1,0,6
"2","AJK","Mirpur","Bhimber",56,3,3,0,6
"2","AJK","Mirpur","Bhimber",61,1,1,0,6
"2","AJK","Mirpur","Bhimber",103,2,2,0,6
"2","AJK","Mirpur","Bhimber",127,5,5,1,6
"20","AJK","Mirpur","Kotli",28,3,3,3,4
"20","AJK","Mirpur","Kotli",59,2,2,0,4
"20","AJK","Mirpur","Kotli",90,13,13,3,4
"20","AJK","Mirpur","Kotli",121,2,2,2,4
"21","AJK","Mirpur","Kotli",42,3,3,1,6
"21","AJK","Mirpur","Kotli",68,1,1,0,6
"21","AJK","Mirpur","Kotli",94,1,1,0,6
"21","AJK","Mirpur","Kotli",120,4,4,2,6
"21","AJK","Mirpur","Kotli",146,5,5,2,6
"221","Balochistan","Makran","Kech",52,1,1,1,1
"225","Balochistan","Makran","Kech",10,2,2,0,6
"225","Balochistan","Makran","Kech",30,3,3,0,6
"225","Balochistan","Makran","Kech",45,1,1,0,6
"225","Balochistan","Makran","Kech",60,1,1,0,6
"225","Balochistan","Makran","Kech",75,1,1,1,6
"225","Balochistan","Makran","Kech",90,2,2,1,6
"226","Balochistan","Makran","Kech",15,4,4,0,6
"226","Balochistan","Makran","Kech",34,4,4,1,6
"226","Balochistan","Makran","Kech",53,1,0,1,6
"226","Balochistan","Makran","Kech",72,2,2,1,6
"226","Balochistan","Makran","Kech",91,4,4,1,6
"226","Balochistan","Makran","Kech",110,3,3,1,6
"227","Balochistan","Makran","Kech",15,3,3,1,6
"227","Balochistan","Makran","Kech",30,2,2,1,6
"227","Balochistan","Makran","Kech",45,3,3,1,6
"227","Balochistan","Makran","Kech",60,4,4,0,6
"227","Balochistan","Makran","Kech",75,2,2,1,6
"227","Balochistan","Makran","Kech",90,2,2,1,6
"228","Balochistan","Makran","Kech",8,2,2,0,6
"228","Balochistan","Makran","Kech",24,2,2,1,6
"228","Balochistan","Makran","Kech",40,1,1,1,6
"228","Balochistan","Makran","Kech",56,2,2,0,6
"228","Balochistan","Makran","Kech",72,2,2,2,6
"228","Balochistan","Makran","Kech",88,3,3,0,6
"229","Balochistan","Makran","Kech",3,3,3,0,6
"229","Balochistan","Makran","Kech",9,1,1,0,6
"229","Balochistan","Makran","Kech",12,3,3,1,6
"229","Balochistan","Makran","Kech",15,2,2,0,6
"229","Balochistan","Makran","Kech",16,2,1,1,6
"229","Balochistan","Makran","Kech",18,3,3,0,6
"230","Balochistan","Makran","Kech",3,2,2,1,6
"230","Balochistan","Makran","Kech",13,3,3,2,6
"230","Balochistan","Makran","Kech",23,3,3,1,6
"230","Balochistan","Makran","Kech",33,3,3,1,6
"230","Balochistan","Makran","Kech",43,2,2,1,6
"230","Balochistan","Makran","Kech",53,4,3,2,6
"231","Balochistan","Makran","Kech",6,2,2,1,6
"231","Balochistan","Makran","Kech",14,3,3,1,6
"231","Balochistan","Makran","Kech",22,1,1,1,6
"231","Balochistan","Makran","Kech",30,1,1,0,6
"231","Balochistan","Makran","Kech",38,2,2,1,6
"231","Balochistan","Makran","Kech",41,3,3,0,6
"232","Balochistan","Makran","Kech",20,2,2,1,6
"232","Balochistan","Makran","Kech",50,2,1,2,6
"232","Balochistan","Makran","Kech",80,2,2,1,6
"232","Balochistan","Makran","Kech",110,3,3,1,6
"232","Balochistan","Makran","Kech",140,3,3,0,6
"232","Balochistan","Makran","Kech",170,1,1,1,6
"233","Balochistan","Makran","Kech",25,2,2,0,6
"233","Balochistan","Makran","Kech",65,3,3,1,6
"233","Balochistan","Makran","Kech",103,1,1,0,6
"233","Balochistan","Makran","Kech",142,2,2,1,6
"233","Balochistan","Makran","Kech",181,5,5,1,6
"233","Balochistan","Makran","Kech",220,1,1,0,6
"234","Balochistan","Makran","Kech",6,1,1,1,6
"234","Balochistan","Makran","Kech",18,3,3,3,6
"234","Balochistan","Makran","Kech",30,3,3,1,6
"234","Balochistan","Makran","Kech",42,5,4,1,6
"234","Balochistan","Makran","Kech",54,4,4,1,6
"234","Balochistan","Makran","Kech",66,3,3,1,6
"24","AJK","Mirpur","Kotli",145,1,1,1,5
"24","AJK","Mirpur","Kotli",199,2,1,1,5
"241","Balochistan","Nasirabad","Bolan",16,6,6,1,6
"241","Balochistan","Nasirabad","Bolan",39,4,4,4,6
"241","Balochistan","Nasirabad","Bolan",62,5,5,1,6
"241","Balochistan","Nasirabad","Bolan",85,4,4,1,6
"241","Balochistan","Nasirabad","Bolan",108,4,4,1,6
"241","Balochistan","Nasirabad","Bolan",131,6,6,3,6
"242","Balochistan","Nasirabad","Bolan",52,1,1,0,5
"242","Balochistan","Nasirabad","Bolan",78,1,1,0,5
"242","Balochistan","Nasirabad","Bolan",104,1,1,1,5
"242","Balochistan","Nasirabad","Bolan",130,3,3,0,5
"242","Balochistan","Nasirabad","Bolan",156,2,2,0,5
"243","Balochistan","Nasirabad","Bolan",38,3,3,2,6
"243","Balochistan","Nasirabad","Bolan",54,1,1,1,6
"243","Balochistan","Nasirabad","Bolan",70,3,3,3,6
"243","Balochistan","Nasirabad","Bolan",86,4,4,1,6
"243","Balochistan","Nasirabad","Bolan",223,1,1,0,6
"244","Balochistan","Nasirabad","Bolan",13,1,1,0,6
"244","Balochistan","Nasirabad","Bolan",30,6,5,3,6
"244","Balochistan","Nasirabad","Bolan",47,6,6,3,6
"244","Balochistan","Nasirabad","Bolan",64,5,5,1,6
"244","Balochistan","Nasirabad","Bolan",98,2,2,0,6
"247","Balochistan","Nasirabad","Jaffarabad",2,5,5,2,5
"247","Balochistan","Nasirabad","Jaffarabad",10,5,5,1,5
"247","Balochistan","Nasirabad","Jaffarabad",14,2,2,0,5
"247","Balochistan","Nasirabad","Jaffarabad",18,5,5,1,5
"247","Balochistan","Nasirabad","Jaffarabad",22,1,1,0,5
"248","Balochistan","Nasirabad","Jaffarabad",12,1,1,0,5
"248","Balochistan","Nasirabad","Jaffarabad",24,4,4,3,5
"248","Balochistan","Nasirabad","Jaffarabad",48,2,2,1,5
"248","Balochistan","Nasirabad","Jaffarabad",60,1,1,0,5
"248","Balochistan","Nasirabad","Jaffarabad",72,3,3,1,5
"249","Balochistan","Nasirabad","Jaffarabad",3,4,4,0,6
"249","Balochistan","Nasirabad","Jaffarabad",8,1,1,1,6
"249","Balochistan","Nasirabad","Jaffarabad",13,3,3,0,6
"249","Balochistan","Nasirabad","Jaffarabad",18,1,1,0,6
"249","Balochistan","Nasirabad","Jaffarabad",23,3,3,0,6
"249","Balochistan","Nasirabad","Jaffarabad",28,5,5,1,6
"25","AJK","Mirpur","Kotli",1,7,6,4,6
"25","AJK","Mirpur","Kotli",24,1,1,0,6
"25","AJK","Mirpur","Kotli",47,3,3,2,6
"25","AJK","Mirpur","Kotli",70,1,1,0,6
